"Project Name","Item Title","Item Ark","Item Sequence","Type.typeOfResource","Rights.copyrightStatus","Name.sponsor","Name.publisher","Name.subject","Rights.servicesContact","Subject.conceptTopic","Type.genre","Language","Name.repository","Name.designer","Subject.uniformTitle","Name.photographer","Name.creator","Subject.geographicPlace","Coverage.geographic","AltTitle.other","Publisher.placeOfOrigin","Date.creation","Date.normalized","Description.note","Description.caption","Format.extent","Title","Alt ID.local","AltTitle.parallel","Publisher.publisherName","thumbnailImageName","masterImageName"
"Ethiopian Posters","Poster in Amharic about pollution with nine photographs related to the environment and a photograph of a Montarbo speaker [descriptive]","21198/zz002hhgg1","","still image","","Addis Ababa (Ethiopia)","","","","Pollution","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","[between 2002 and 2010?]","2002/2010","At the bottom left is the seal of the Addis Ababa City Government.|~|Poster depicts a photograph of a Montarbo speaker and nine photographs with black and yellow borders of the following: smoking factories, a river or a stream, an iceberg, a pipe with dirty water surrounding it, a dirty river or canal, a deforested field, a park with people sitting in it, a row of ovens, solar panels; background is green with yellow zig-zag lines.","","1 poster : col.","Poster in Amharic about pollution with nine photographs related to the environment and a photograph of a Montarbo speaker [descriptive]","ucla_1922_box03_folder022_009","","","ucla_1922_box03_folder022_009.jpg","ucla_1922_box03_folder022_009.tif"
"Ethiopian Posters","Poster chiefly in Amharic about the Green Award Program [descriptive]","21198/zz002hhghj","","still image","","Sida/SLUF Environmental Program","YaʼAkābābi taqorqwāriwoč madrak","Behérāwi yaʼarangwādé šelemāt perogrām (Ethiopia)","","Environmental protection $x Awards $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","[between 2006 and 2010?]","2006/2010","At the bottom in a green rectangle is the contact information of Forum For Environment.|~|Chiefly in Amharic with some English.|~|Poster depicts the following: a photograph, with a white border, of a sunset over a wetland; a photograph of a group of Green Award Program recipients, some of whom are seated, wearing traditional white clothing and business attire; the group appears to be in a conference room; one of the men seated is former President of Ethiopia, Girma Wolde-Giorgis. In the background is a transparent image tinted green of a tree and a transparent image of Ethiopian animals.","Financed by: Sida/SLUF Environmental Program","1 poster : col.","Poster chiefly in Amharic about the Green Award Program [descriptive]","ucla_1922_box03_folder022_010","","","ucla_1922_box03_folder022_010.jpg","ucla_1922_box03_folder022_010.tif"
"Ethiopian Posters","Let Addis Ababa read","21198/zz002hhgj2","","still image","","Goethe-Institut Gebrekristos Desta Center Addis Ababa|~|Music Mayday (Organization)","","","","Literacy $z Ethiopia $z Addis Ababa","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","[January 2, 2009?]","2009-01-02","Chiefly in Amharic with some English.|~|Poster depicts a row of three photographs of a different child reading, with black borders resembling a film reel; superimposed is a photograph of a group of men reading in a green and black circular border. To the right of the title is an illustration of three figures reading books, in orange, yellow, and green.|~|At the bottom are the following sponsor logos on a green background: Goethe-Institut Addis Ababa; Music Mayday.","","1 poster : col.","Let Addis Ababa read","ucla_1922_box03_folder023_001","","","ucla_1922_box03_folder023_001.jpg","ucla_1922_box03_folder023_001.tif"
"Ethiopian Posters","Poster in Amharic depicting children performing Ethiopian voting procedures [descriptive]","21198/zz002hhgkk","","still image","","","","","","Voting $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Ethiopia]","[between 1994 and 2010?]","1994/2010","Poster depicts an illustration of children performing Ethiopian voting procedures, with the flags of the Southern Nations, Nationalities, and Peoples' Region (SNNPR) and Ethiopia in the background.","Mitad Digital Printing","1 poster : col.","Poster in Amharic depicting children performing Ethiopian voting procedures [descriptive]","ucla_1922_box03_folder023_002","","","ucla_1922_box03_folder023_002.jpg","ucla_1922_box03_folder023_002.tif"
"Ethiopian Posters","Poster depicts an excavator drilling into dirt, a canal, irrigated fields, and produce [descriptive]","21198/zz002hhgm3","","still image","","","","","","Rural development $z Ethiopia|~|Irrigation farming $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","Eclipse Printing & Graphics (Firm)","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","[between 2002 and 2010?]","2002/2010","Poster depicts a photomontage of a Hyundai excavator with a Megaton hydraulic drill breaking into dirt, a canal with a group of people in the background, rows of irrigated crops, and a man tilling an irrigated field, with a curved yellow top border and horizontal yellow bottom border; below is a row of photographs of produce that include carrots, garlic, potatoes, beans, oranges, and corn, with a horizontal yellow bottom border; background is blue and purple, with a photograph of a cloud on the right.|~|Chiefly in Amharic with some English.","Design & Print @ Eclipse","1 poster : col.","Poster depicts an excavator drilling into dirt, a canal, irrigated fields, and produce [descriptive]","ucla_1922_box03_folder023_003","","","ucla_1922_box03_folder023_003.jpg","ucla_1922_box03_folder023_003.tif"
"Ethiopian Posters","Poster chiefly in Amharic announcing the 4th Farmers' Festival held in Mekelle, February 6-10, 2010 [descriptive]","21198/zz002hhgnm","","still image","","","","","","Agricultural exhibitions $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","Eclipse Printing & Graphics (Firm)","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","[February 2010?]","2010-02","Chiefly in Amharic with some English.|~|Poster announces the 4th Farmers' Festival held in Mekelle, February 6-10, 2010 and depicts a photograph of men sitting in an assembly room and wearing red hats, green t-shirts, and yellow sashes surrounded by 10 photographs of the following: apples on a tree; greenhouses with an inset photograph of a blooming rose; rows of cultivated plants; an irrigation canal; men and women wearing red hats, green t-shirts, and yellow sashes and walking on a stage to receive medals; fruit on a tree; a plant with small white flowers; a cow; a road with a forested mountain or hillside behind it. Background is green with a white border around the poster content and a symbol from the seal of the Ethiopian Ministry of Agriculture radiating behind the photographs.","Design + Print @ Eclipse","1 poster : col.","Poster chiefly in Amharic announcing the 4th Farmers' Festival held in Mekelle, February 6-10, 2010 [descriptive]","ucla_1922_box03_folder023_004","","","ucla_1922_box03_folder023_004.jpg","ucla_1922_box03_folder023_004.tif"
"Ethiopian Posters","Poster depicts a panel composed of a male and female sitting in front of rows of other males and females, some of whom are raising their hands [descriptive]","21198/zz002hhgp4","","still image","","","","","","","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Politics and government","Ethiopia","","[Ethiopia]","[between 2008 and 2009?]","2008/2009","Poster depicts an illustration of the following: a male and female sitting at a panel table, facing rows of other males and females also sitting at tables, some of whom are raising their hands; everyone is sitting in front of a microphone and has a name card beside them; in the background is Amharic text and the number ""2001"" repeating across the top.","Mitad Digital Printing","1 poster : col.","Poster depicts a panel composed of a male and female sitting in front of rows of other males and females, some of whom are raising their hands [descriptive]","ucla_1922_box03_folder023_005","","","ucla_1922_box03_folder023_005.jpg","ucla_1922_box03_folder023_005.tif"
"Ethiopian Posters","1st Ethio Chamber International Trade Fair","21198/zz002hhgqn","","still image","","YaʼItyop̣yā yanegdenā yazaref māhebarāt meker bét","","","","Trade shows $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","AB GET Printing Press","","","","Africa $x Economic integration","Ethiopia","Integrating African business","[Addis Ababa (Ethiopia)]","[November, 2008?]","2008-11","Poster depicts a map of Africa with the following economic trade areas denoted with different colors: CEN-SAD, COMESA, EAC, ECCAS, ECOWAS, IGAD, SADC, UMA. In the background is a map of the globe.","Design and print by AB GET Printing Press|~|Organized by Ethiopian Chamber of Commerce & Sectoral Associations","1 poster : col.","1st Ethio Chamber International Trade Fair","ucla_1922_box03_folder023_006","","","ucla_1922_box03_folder023_006.jpg","ucla_1922_box03_folder023_006.tif"
"Ethiopian Posters","Ensure environmental sustainability","21198/zz002hhgr5","","still image","","United Nations","","","","Sustainable development $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Ethiopia]","[between 2000 and 2010?]","2000/2010","At the bottom right is the logo of the United Nations and the flag of Ethiopia.|~|Poster depicts a photograph of a man raising a gate to open an irrigation canal in a field.","Goal 7|~|Target 9. Integrate the principles of sustainable development into country policies and programmes and reverse the loss of environmental resources","1 poster : col.","Ensure environmental sustainability","ucla_1922_box03_folder023_007","","","ucla_1922_box03_folder023_007.jpg","ucla_1922_box03_folder023_007.tif"
"Ethiopian Posters","Develop a global partnership for development","21198/zz002hhgsp","","still image","","United Nations","","","","Economic assistance $z Ethiopia|~|Economic development $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Ethiopia]","[between 2000 and 2010?]","2000/2010","At the bottom right is the logo of the United Nations and the flag of Ethiopia.|~|Poster depicts a photograph of women handling roses on a long table in a warehouse.","Goal 8|~|Target 12. Develop rule-based, predictable, non-discriminatory trading and financial system","1 poster : col.","Develop a global partnership for development","ucla_1922_box03_folder023_008","","","ucla_1922_box03_folder023_008.jpg","ucla_1922_box03_folder023_008.tif"
"Ethiopian Posters","Compilation of international human rights conventions ratified by Ethiopia","21198/zz002hhgt6","","still image","","YaʼItyop̣yā sabʼawi mabt komišen","","","","Human rights $z Ethiopia","posters","eng","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Coming soon","[Ethiopia]","[2008?]","2008","At the top of the poster are the logos of the following: the 60th anniversary of the Universal Declaration of Human Rights; The Ethiopian Human Rights Commission.|~|Poster depicts a row of three photographs: a group of children smiling and posing for a camera; a close-up of a woman wearing a pink or red head covering with people behind her; a group of children smiling and raising their hands for a camera.","Translated into Amharic, Oromiffa, Tigrigna|~|Universal Declaration of Human Rights (UDHR); International Covenant on Civil and Political Rights (ICCPR); International Covenant on Economic, Social and Cultural Rights (ICESCR); International Convention on the Elimination of All Forms of Racial Discrimination (CERD); Convention on the Elimination of All Forms of Discrimination Against Women (CEDAW); Convention on the Rights of the Child (CRC); Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment (CAT)","1 poster : col.","Compilation of international human rights conventions ratified by Ethiopia","ucla_1922_box03_folder023_009","","","ucla_1922_box03_folder023_009.jpg","ucla_1922_box03_folder023_009.tif"
